"Time","Observed l","Defined l"
2025-08-11 10:25:30,3,3
2025-08-11 10:25:45,3,3
2025-08-11 10:26:00,3,3
2025-08-11 10:26:15,3,3
2025-08-11 10:26:30,3,3
2025-08-11 10:26:45,3,3
2025-08-11 10:27:00,3,3
2025-08-11 10:27:15,3,3
2025-08-11 10:27:30,3,3
2025-08-11 10:27:45,3,3
2025-08-11 10:28:00,3,3
2025-08-11 10:28:15,3,3
2025-08-11 10:28:30,3,3
2025-08-11 10:28:45,3,3
2025-08-11 10:29:00,3,3
2025-08-11 10:29:15,3,3
2025-08-11 10:29:30,2,3
2025-08-11 10:29:45,2,3
2025-08-11 10:30:00,2,3
2025-08-11 10:30:15,2,3
2025-08-11 10:30:30,2,3
2025-08-11 10:30:45,2,3
2025-08-11 10:31:00,2,3
2025-08-11 10:31:15,2,3
2025-08-11 10:31:30,2,3
2025-08-11 10:31:45,2,3
2025-08-11 10:32:00,2,3
2025-08-11 10:32:15,2,3
2025-08-11 10:32:30,2,3
2025-08-11 10:32:45,2,3
2025-08-11 10:33:00,2,3
2025-08-11 10:33:15,2,3
2025-08-11 10:33:30,2,3
2025-08-11 10:33:45,3,3
2025-08-11 10:34:00,3,3
2025-08-11 10:34:15,3,3
2025-08-11 10:34:30,3,3
2025-08-11 10:34:45,3,3
2025-08-11 10:35:00,3,3
2025-08-11 10:35:15,3,3
2025-08-11 10:35:30,3,3
2025-08-11 10:35:45,2,3
2025-08-11 10:36:00,2,3
2025-08-11 10:36:15,2,3
2025-08-11 10:36:30,3,3
2025-08-11 10:36:45,3,3
2025-08-11 10:37:00,3,3
2025-08-11 10:37:15,3,3
2025-08-11 10:37:30,3,3
2025-08-11 10:37:45,3,3
2025-08-11 10:38:00,3,3
2025-08-11 10:38:15,3,3
2025-08-11 10:38:30,3,3
2025-08-11 10:38:45,2,3
2025-08-11 10:39:00,2,3
2025-08-11 10:39:15,2,3
2025-08-11 10:39:30,2,3
2025-08-11 10:39:45,3,3
2025-08-11 10:40:00,3,3
2025-08-11 10:40:15,3,3
2025-08-11 10:40:30,3,3
2025-08-11 10:40:45,3,3
2025-08-11 10:41:00,3,3
2025-08-11 10:41:15,3,3
2025-08-11 10:41:30,3,3
2025-08-11 10:41:45,3,3
2025-08-11 10:42:00,3,3
2025-08-11 10:42:15,3,3
2025-08-11 10:42:30,3,3
2025-08-11 10:42:45,3,3
2025-08-11 10:43:00,2,3
2025-08-11 10:43:15,2,3
2025-08-11 10:43:30,2,3
2025-08-11 10:43:45,2,3
2025-08-11 10:44:00,2,3
2025-08-11 10:44:15,2,3
2025-08-11 10:44:30,2,3
2025-08-11 10:44:45,2,3
2025-08-11 10:45:00,2,3
2025-08-11 10:45:15,2,3
2025-08-11 10:45:30,3,3
2025-08-11 10:45:45,3,3
2025-08-11 10:46:00,3,3
2025-08-11 10:46:15,3,3
2025-08-11 10:46:30,3,3
2025-08-11 10:46:45,3,3
2025-08-11 10:47:00,3,3
2025-08-11 10:47:15,3,3
2025-08-11 10:47:30,3,3
2025-08-11 10:47:45,3,3
2025-08-11 10:48:00,3,3
2025-08-11 10:48:15,3,3
2025-08-11 10:48:30,3,3
2025-08-11 10:48:45,2,3
2025-08-11 10:49:00,2,3
2025-08-11 10:49:15,2,3
2025-08-11 10:49:30,3,3
2025-08-11 10:49:45,3,3
